original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	profile_mode	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match
dbgi_003146		dbgi_003146_01	dbgi_003146	jbuf				7.1565247	46.79281			Stachys alpina L.	[7.156524617119293, 46.79280994742352]		48.6	1500	mg	ml	MeOH/H2O	125	µl								
dbgi_003168	dbgi_003168_01_01	dbgi_003168_01	dbgi_003168	jbuf	positive			7.1565723	46.79274			Polygonatum multiflorum (L.) All.	[7.156572511131074, 46.79274032750906]		50	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003168_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_003168	dbgi_003168_01_01	dbgi_003168_01	dbgi_003168	jbuf	negative			7.1565723	46.79274			Polygonatum multiflorum (L.) All.	[7.156572511131074, 46.79274032750906]		50	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003168_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001126			dbgi_001126	jbuf				7.1564517	46.79245			Aconitum vulparia aggr.	[7.156451676843746, 46.79245174327973]																
dbgi_001123			dbgi_001123	jbuf				7.1564527	46.792458			Aconitum variegatum L.	[7.156452581368827, 46.79245904771045]																
dbgi_001135			dbgi_001135	jbuf				7.156461	46.792454			Aconitum forrestii Stapf	[7.156460850538313, 46.79245358094484]																
dbgi_001118			dbgi_001118	jbuf				7.1564655	46.79246			Aconitum carmichaelii Debeaux	[7.156465317783527, 46.79246213034347]																
dbgi_001128			dbgi_001128	jbuf				7.156454	46.792473			Delphinium elatum L.	[7.156454094100138, 46.792473281922746]																
dbgi_001114			dbgi_001114	jbuf				7.1564636	46.792473			Delphinium caucasicum C.A.Mey	[7.156463752782083, 46.7924722528404]																
dbgi_000911			dbgi_000911	jbuf				7.1565013	46.792347			Ranunculus auricomus aggr.	[7.156501258574369, 46.79234584660541]																
dbgi_001052			dbgi_001052	jbuf				7.1564984	46.792366			Ranunculus acris subsp. friesianus (Jord.) Syme	[7.156498624585249, 46.79236543168192]																
dbgi_001133			dbgi_001133	jbuf				7.1565094	46.79235			Ranunculus aconitifolius L.	[7.156509205209256, 46.79234922885816]																
dbgi_001124			dbgi_001124	jbuf				7.1565065	46.79234			Ranunculus repens L.	[7.156506545192729, 46.79234004152071]																
dbgi_001130			dbgi_001130	jbuf				7.15651	46.792336			Ranunculus gramineus L.	[7.156510024682914, 46.79233413576453]																
dbgi_001005			dbgi_001005	jbuf				7.156512	46.79233			Ranunculus arvensis L.	[7.15651164609899, 46.79233006621108]																
dbgi_001131			dbgi_001131	jbuf				7.1565156	46.792324			Ranunculus muricatus L.	[7.156515414060085, 46.79232582183562]																
dbgi_001137			dbgi_001137	jbuf				7.1566734	46.79298			Aconitum napellus L. s.l.	[7.156673482268902, 46.792981863107]																
dbgi_001165	dbgi_001165_01_01	dbgi_001165_01	dbgi_001165	jbuf	positive			7.1566358	46.7923			Bouteloua curtipendula (Michx.) Torr.	[7.156635850220344, 46.792302564601535]		49.9	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001165_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001165	dbgi_001165_01_01	dbgi_001165_01	dbgi_001165	jbuf	negative			7.1566358	46.7923			Bouteloua curtipendula (Michx.) Torr.	[7.156635850220344, 46.792302564601535]		49.9	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001165_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_000960	dbgi_000960_01_01	dbgi_000960_01	dbgi_000960	jbuf	positive			7.1566215	46.79231			Arundo donax L.	[7.156621301183526, 46.79230876999683]		49.4	1500	mg	µl	MeOH/H2O	125	µl	20250721_110658_CVOL_20250319_PMA_C18_DDA_pos_dbgi_000960_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_000960	dbgi_000960_01_01	dbgi_000960_01	dbgi_000960	jbuf	negative			7.1566215	46.79231			Arundo donax L.	[7.156621301183526, 46.79230876999683]		49.4	1500	mg	µl	MeOH/H2O	125	µl	20250721_111756_CVOL_20250319_PMA_C18_DDA_neg_dbgi_000960_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_000975	dbgi_000975_01_01	dbgi_000975_01	dbgi_000975	jbuf	positive			7.156607	46.79234			Bromus hordeaceus L. s.l.	[7.156607254205925, 46.79233939861471]		48.1	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_000975_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_000975	dbgi_000975_01_01	dbgi_000975_01	dbgi_000975	jbuf	negative			7.156607	46.79234			Bromus hordeaceus L. s.l.	[7.156607254205925, 46.79233939861471]		48.1	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_000975_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001047	dbgi_001047_01_01	dbgi_001047_01	dbgi_001047	jbuf	positive			7.1565943	46.79234			Bromus sterilis L.	[7.156594088958532, 46.792340754735456]		50.1	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001047_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001047	dbgi_001047_01_01	dbgi_001047_01	dbgi_001047	jbuf	negative			7.1565943	46.79234			Bromus sterilis L.	[7.156594088958532, 46.792340754735456]		50.1	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001047_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001129	dbgi_001129_01_01	dbgi_001129_01	dbgi_001129	jbuf	positive			7.156592	46.79236			Melica altissima L.	[7.156592021277404, 46.792358284250255]		51.7	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001129_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001129	dbgi_001129_01_01	dbgi_001129_01	dbgi_001129	jbuf	negative			7.156592	46.79236			Melica altissima L.	[7.156592021277404, 46.792358284250255]		51.7	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001129_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001113	dbgi_001113_01_01	dbgi_001113_01	dbgi_001113	jbuf	positive			7.156578	46.792362			Elymus caninus (L.) L.	[7.156577879944932, 46.79236400955836]		48.3	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001113_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001113	dbgi_001113_01_01	dbgi_001113_01	dbgi_001113	jbuf	negative			7.156578	46.792362			Elymus caninus (L.) L.	[7.156577879944932, 46.79236400955836]		48.3	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001113_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001042	dbgi_001042_01_01	dbgi_001042_01	dbgi_001042	jbuf	positive			7.1565685	46.792374			Avena sativa L.	[7.156568519053233, 46.79237497754939]		48.9	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001042_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001042	dbgi_001042_01_01	dbgi_001042_01	dbgi_001042	jbuf	negative			7.1565685	46.792374			Avena sativa L.	[7.156568519053233, 46.79237497754939]		48.9	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001042_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001055	dbgi_001055_01_01	dbgi_001055_01	dbgi_001055	jbuf	positive			7.1565666	46.792377			Avena nuda L.	[7.156566813934179, 46.79237798082711]		50.1	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001055_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001055	dbgi_001055_01_01	dbgi_001055_01	dbgi_001055	jbuf	negative			7.1565666	46.792377			Avena nuda L.	[7.156566813934179, 46.79237798082711]		50.1	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001055_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001155	dbgi_001155_01_01	dbgi_001155_01	dbgi_001155	jbuf	positive			7.156564	46.79238			Avena fatua L.	[7.156564105734218, 46.79238007408392]		51.2	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001155_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001155	dbgi_001155_01_01	dbgi_001155_01	dbgi_001155	jbuf	negative			7.156564	46.79238			Avena fatua L.	[7.156564105734218, 46.79238007408392]		51.2	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001155_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001006		dbgi_001006_01	dbgi_001006	jbuf				7.1567116	46.79224		cloudy	Panicum virgatum L.	[7.15671164026161, 46.79224005641577]		50	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001154	dbgi_001154_01_01	dbgi_001154_01	dbgi_001154	jbuf	positive			7.1566987	46.79224			Pennisetum glaucum (L.) R. Br.	[7.156698602171157, 46.79223934316778]		50.9	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001154_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001154	dbgi_001154_01_01	dbgi_001154_01	dbgi_001154	jbuf	negative			7.1566987	46.79224			Pennisetum glaucum (L.) R. Br.	[7.156698602171157, 46.79223934316778]		50.9	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001154_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001167	dbgi_001167_01_01	dbgi_001167_01	dbgi_001167	jbuf	positive			7.156693	46.792244			Zea mexicana (Schrad.) Post et Kuntze subsp. mexicana	[7.156692835655583, 46.792242065183856]		51.6	1500	mg	µl	MeOH/H2O	125	µl	20250721_110658_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001167_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001167	dbgi_001167_01_01	dbgi_001167_01	dbgi_001167	jbuf	negative			7.156693	46.792244			Zea mexicana (Schrad.) Post et Kuntze subsp. mexicana	[7.156692835655583, 46.792242065183856]		51.6	1500	mg	µl	MeOH/H2O	125	µl	20250721_111756_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001167_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001172	dbgi_001172_01_01	dbgi_001172_01	dbgi_001172	jbuf	positive			7.1566873	46.792248			Zea mays L. convar. mays 'Mergoscia'	[7.156687198635836, 46.79224607157399]		49.6	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001172_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001172	dbgi_001172_01_01	dbgi_001172_01	dbgi_001172	jbuf	negative			7.1566873	46.792248			Zea mays L. convar. mays 'Mergoscia'	[7.156687198635836, 46.79224607157399]		49.6	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001172_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001170	dbgi_001170_01_01	dbgi_001170_01	dbgi_001170	jbuf	positive			7.1566825	46.792248			Zea mays convar. microsperma Koern.	[7.156682553351844, 46.79224876274243]		51.8	1500	mg	µl	MeOH/H2O	125	µl	20250721_110658_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001170_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001170	dbgi_001170_01_01	dbgi_001170_01	dbgi_001170	jbuf	negative			7.1566825	46.792248			Zea mays convar. microsperma Koern.	[7.156682553351844, 46.79224876274243]		51.8	1500	mg	µl	MeOH/H2O	125	µl	20250721_111756_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001170_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001168	dbgi_001168_01_01	dbgi_001168_01	dbgi_001168	jbuf	positive			7.1566787	46.79225			Zea mays convar. saccharata Krn.	[7.156678859488764, 46.79225130536181]		50.8	1500	mg	µl	MeOH/H2O	125	µl	20250721_110658_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001168_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001168	dbgi_001168_01_01	dbgi_001168_01	dbgi_001168	jbuf	negative			7.1566787	46.79225			Zea mays convar. saccharata Krn.	[7.156678859488764, 46.79225130536181]		50.8	1500	mg	µl	MeOH/H2O	125	µl	20250721_111756_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001168_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_000545	dbgi_000545_01_01	dbgi_000545_01	dbgi_000545	jbuf	positive			7.1566744	46.792255			Sorghum saccharatum convar. technicum (Koern.) Tzvelev	[7.156674313893316, 46.79225496672306]		50.4	1500	mg	µl	MeOH/H2O	125	µl	20250721_110658_CVOL_20250319_PMA_C18_DDA_pos_dbgi_000545_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_000545	dbgi_000545_01_01	dbgi_000545_01	dbgi_000545	jbuf	negative			7.1566744	46.792255			Sorghum saccharatum convar. technicum (Koern.) Tzvelev	[7.156674313893316, 46.79225496672306]		50.4	1500	mg	µl	MeOH/H2O	125	µl	20250721_111756_CVOL_20250319_PMA_C18_DDA_neg_dbgi_000545_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001164		dbgi_001164_01	dbgi_001164	jbuf				7.1566696	46.79226			Echinochloa crus-galli (L.) P. Beauv.	[7.156669733188633, 46.79225844767998]		49.1	1500	mg	µl	MeOH/H2O	120	µl								
dbgi_001180		dbgi_001180_01	dbgi_001180	jbuf				7.1566763	46.792263			Digitaria sanguinalis (L.) Scop.	[7.15667640178448, 46.79226340553074]		49.3	1500	mg	µl	MeOH/H2O	120	µl								
dbgi_001120	dbgi_001120_01_01	dbgi_001120_01	dbgi_001120	jbuf	positive			7.1566653	46.792263			Setaria pumila (Poir.) Roem. et Schult.	[7.156665116688454, 46.79226190231208]		50.8	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001120_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001120	dbgi_001120_01_01	dbgi_001120_01	dbgi_001120	jbuf	negative			7.1566653	46.792263			Setaria pumila (Poir.) Roem. et Schult.	[7.156665116688454, 46.79226190231208]		50.8	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001120_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001044		dbgi_001044_01	dbgi_001044	jbuf				7.1566706	46.792267			Setaria italica (L.) P. Beauv. Maxima Grp. 'Bernburger Kolben'	[7.156670763215603, 46.79226572980741]		50.2	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001181	dbgi_001181_01_01	dbgi_001181_01	dbgi_001181	jbuf	positive			7.156661	46.792267			Panicum miliaceum L.	[7.156660968129796, 46.792265772061135]		49.5	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001181_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001181	dbgi_001181_01_01	dbgi_001181_01	dbgi_001181	jbuf	negative			7.156661	46.792267			Panicum miliaceum L.	[7.156660968129796, 46.792265772061135]		49.5	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001181_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001111		dbgi_001111_01	dbgi_001111	jbuf				7.156657	46.79227			Chrysopogon gryllus (L.) Trin.	[7.156657088307083, 46.79227010681263]		50	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001127		dbgi_001127_01	dbgi_001127	jbuf				7.1566453	46.792282			Chasmanthium latifolium (Michx.) H.O. Yates	[7.156645449510512, 46.792283069892406]		51.2	1500	mg	µl	MeOH/H2O	120	µl								
dbgi_001171	dbgi_001171_01_01	dbgi_001171_01	dbgi_001171	jbuf	positive			7.1566386	46.792286			Eragrostis tef (Zuccagni) Trotter	[7.156638629812537, 46.79228770000102]		50.6	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001171_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001171	dbgi_001171_01_01	dbgi_001171_01	dbgi_001171	jbuf	negative			7.1566386	46.792286			Eragrostis tef (Zuccagni) Trotter	[7.156638629812537, 46.79228770000102]		50.6	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001171_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001115	dbgi_001115_01_01	dbgi_001115_01	dbgi_001115	jbuf	positive			7.156632	46.792294			Chloris virgata Sw.	[7.156631790181244, 46.792293846991726]		50.2	1500	mg	µl	MeOH/H2O	125	µl	20250721_110658_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001115_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001115	dbgi_001115_01_01	dbgi_001115_01	dbgi_001115	jbuf	negative			7.156632	46.792294			Chloris virgata Sw.	[7.156631790181244, 46.792293846991726]		50.2	1500	mg	µl	MeOH/H2O	125	µl	20250721_111756_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001115_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001037		dbgi_001037_01	dbgi_001037	jbuf				7.156639	46.792297			Muhlenbergia mexicana (L.) Trin.	[7.156639201463673, 46.792296304968445]		51	1500	mg	µl	MeOH/H2O	120	µl								
dbgi_001053		dbgi_001053_01	dbgi_001053	jbuf				7.156629	46.792297			Eleusine coracana (L.) Gaertn.	[7.156628912548354, 46.792297682350544]		50.7	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001122	dbgi_001122_01_01	dbgi_001122_01	dbgi_001122	jbuf	positive			7.1565614	46.79238			Avena sterilis L. s.l.	[7.156561369834997, 46.79238312910108]		49.6	1500	mg	µl	MeOH/H2O	125	µl	20250721_110658_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001122_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001122	dbgi_001122_01_01	dbgi_001122_01	dbgi_001122	jbuf	negative			7.1565614	46.79238			Avena sterilis L. s.l.	[7.156561369834997, 46.79238312910108]		49.6	1500	mg	µl	MeOH/H2O	125	µl	20250721_111756_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001122_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_000929		dbgi_000929_01	dbgi_000929	jbuf				7.15656	46.792385			Avena strigosa Schreb.	[7.156559753154674, 46.79238696680782]		49.4	1500	mg	µl	MeOH/H2O	120	µl								
dbgi_001239	dbgi_001239_01_01	dbgi_001239_01	dbgi_001239	jbuf	positive			7.1565003	46.79241			Fumaria officinalis subsp. wirtgenii (W.D.J. Koch) Arcang.	[7.156500280503793, 46.79241181940064]		49.7	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001239_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001239	dbgi_001239_01_01	dbgi_001239_01	dbgi_001239	jbuf	negative			7.1565003	46.79241			Fumaria officinalis subsp. wirtgenii (W.D.J. Koch) Arcang.	[7.156500280503793, 46.79241181940064]		49.7	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001239_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001237	dbgi_001237_01_01	dbgi_001237_01	dbgi_001237	jbuf	positive			7.1564975	46.79242			aaunknown	[7.156497496949351, 46.79241902955594]		50.2	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001237_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001237	dbgi_001237_01_01	dbgi_001237_01	dbgi_001237	jbuf	negative			7.1564975	46.79242			aaunknown	[7.156497496949351, 46.79241902955594]		50.2	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001237_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001226		dbgi_001226_01	dbgi_001226	jbuf				7.156485	46.792423			Corydalis lutea (L.) DC.	[7.156485225486539, 46.79242450906789]		50.6	1500	mg	µl	MeOH/H2O	120	µl								
dbgi_001241	dbgi_001241_01_01	dbgi_001241_01	dbgi_001241	jbuf	positive			7.1564846	46.79243			Corydalis flexuosa Franch.	[7.156484372747562, 46.79243037009862]		50.3	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001241_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001241	dbgi_001241_01_01	dbgi_001241_01	dbgi_001241	jbuf	negative			7.1564846	46.79243			Corydalis flexuosa Franch.	[7.156484372747562, 46.79243037009862]		50.3	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001241_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001227	dbgi_001227_01_01	dbgi_001227_01	dbgi_001227	jbuf	positive			7.1564837	46.792435			aaunknown	[7.156483706364591, 46.79243479877146]		49.3	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001227_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001227	dbgi_001227_01_01	dbgi_001227_01	dbgi_001227	jbuf	negative			7.1564837	46.792435			aaunknown	[7.156483706364591, 46.79243479877146]		49.3	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001227_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001240	dbgi_001240_01_01	dbgi_001240_01	dbgi_001240	jbuf	positive			7.1564937	46.792442			Argemone mexicana L.	[7.156493705520804, 46.79244155485002]		50	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001240_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001240	dbgi_001240_01_01	dbgi_001240_01	dbgi_001240	jbuf	negative			7.1564937	46.792442			Argemone mexicana L.	[7.156493705520804, 46.79244155485002]		50	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001240_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
