original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match	profile_mode	profiled_positive	profiled_negative	profiled_any	metadata_lineage_row_count	resolved_taxon_input_name	resolved_taxon_canonical	resolved_taxon_id	resolved_taxon_scientific_name	resolved_taxon_matched_name	resolved_taxon_current_name	resolved_taxon_synonym	resolved_taxon_source_id	resolved_taxon_source_title	resolved_taxon_kind	resolved_taxon_sort_score	resolved_taxon_match_type	resolved_taxon_edit_distance	resolved_taxon_classification_path	resolved_taxon_kingdom	resolved_taxon_phylum	resolved_taxon_class	resolved_taxon_order	resolved_taxon_family	resolved_taxon_genus
dbgi_010747			dbgi_010747	kew-botanical-gardens	Mazzarine Laboureau	Adiantum polyphyllum	-0.29060835	51.48189				[-0.290608333333333, 51.481890000000014]	20250930152915																	false	false	false	1	Adiantum polyphyllum	Adiantum polyphyllum	64RN5	Adiantum polyphyllum	Adiantum polyphyllum Willd.	Adiantum polyphyllum Willd.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Pteridaceae|Adiantoideae|Adiantum|Adiantum polyphyllum	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae	Adiantum
dbgi_010748			dbgi_010748	kew-botanical-gardens	Davide Rovelli	Piper ornatum	-0.29029658	51.48155				[-0.290296580376904, 51.48155003106422]	20250930103106																	false	false	false	1	Piper ornatum	Piper ornatum	4J54G	Piper ornatum	Piper ornatum N.E.Br.	Piper ornatum N.E.Br.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Piperales|Piperaceae|Piperoideae|Piper|Piper ornatum	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper
dbgi_010749			dbgi_010749	kew-botanical-gardens	Mazzarine Laboureau	Diplazium esculentum	-0.29044777	51.481915				[-0.29044776564344, 51.48191387507938]	20250930143121																	false	false	false	1	Diplazium esculentum	Diplazium esculentum	36HH9	Diplazium esculentum	Diplazium esculentum (Retz.) Sw.	Diplazium esculentum (Retz.) Sw.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Athyriaceae|Diplazium|Diplazium esculentum	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Athyriaceae	Diplazium
dbgi_010750			dbgi_010750	kew-botanical-gardens	Davide Rovelli	Begonia mazae	-0.2901864	51.481766				[-0.290186391849244, 51.48176540155785]	20250930093601																	false	false	false	1	Begonia mazae	Begonia mazae	87YW8	Begonia mazae	Begonia mazae Ziesenh.	Begonia mazae Ziesenh.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia mazae	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia
dbgi_010751			dbgi_010751	kew-botanical-gardens	Davide Rovelli	Peperomia rubella	-0.2902944	51.481552				[-0.290294423236892, 51.481552138021584]	20250930104316																	false	false	false	1	Peperomia rubella	Peperomia rubella	76QQR	Peperomia rubella	Peperomia rubella (Haw.) Hook.	Peperomia verticillata (L.) A.Dietr.	true	1	Catalogue of Life	BestMatch	9.41180	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Piperales|Piperaceae|Piperoideae|Peperomia|Peperomia verticillata	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia
dbgi_010752			dbgi_010752	kew-botanical-gardens	Davide Rovelli	Marattia salicina	-0.2905984	51.481915				[-0.290598391480433, 51.48191276679024]	20250930151432																	false	false	false	1	Marattia salicina	Marattia salicina	3Y2DR	Marattia salicina	Marattia salicina Sm.	Ptisana salicina (Sm.) Murdock	true	1	Catalogue of Life	BestMatch	9.41180	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Marattiales|Marattiaceae|Ptisana|Ptisana salicina	Plantae	Tracheophyta	Polypodiopsida	Marattiales	Marattiaceae	Marattia
dbgi_010753			dbgi_010753	kew-botanical-gardens	Kateřina Kučerová	Crinum × amabile	-0.29025477	51.481663				[-0.29025476641094, 51.48166141931964]	20250930103016																	false	false	false	1	Crinum × amabile	Crinum × amabile	ZGNZ	Crinum × amabile	Crinum × amabile Donn ex Ker Gawl.	Crinum × amabile Donn ex Ker Gawl.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Crinum|Crinum amabile	Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Crinum
dbgi_010754			dbgi_010754	kew-botanical-gardens	Davide Rovelli	Clidemia petiolaris	-0.29067612	51.481964				[-0.290676120120807, 51.48196561816853]	20250930153351																	false	false	false	1	Clidemia petiolaris	Clidemia petiolaris	5YZVG	Clidemia petiolaris	Clidemia petiolaris (Schltdl. & Cham.) Schltdl. ex Triana	Miconia petiolaris (Schltdl.) Michelang.	true	1	Catalogue of Life	BestMatch	9.41180	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Melastomataceae|Melastomatoideae|Miconieae|Miconia|Miconia petiolaris	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Clidemia
dbgi_010755			dbgi_010755	kew-botanical-gardens	Kateřina Kučerová	Aster amellus	-0.2899814	51.481583				[-0.289981384411097, 51.48158434349706]	20250929114600																	false	false	false	1	Aster amellus	Aster amellus	HPKW	Aster amellus	Aster amellus L.	Aster amellus L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Asterinae|Aster|Aster amellus	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Aster
dbgi_010756			dbgi_010756	kew-botanical-gardens	Davide Rovelli	Aechmea nudicaulis var. cuspidata	-0.29044777	51.48158				[-0.290447769066588, 51.48157999348993]	20250930115545																	false	false	false	1	Aechmea nudicaulis var. cuspidata	Aechmea nudicaulis var. cuspidata	7L8WT	Aechmea nudicaulis var. cuspidata	Aechmea nudicaulis var. cuspidata Baker	Aechmea nudicaulis var. cuspidata Baker	false	1	Catalogue of Life	BestMatch	9.56311	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Bromeliaceae|Aechmea|Aechmea nudicaulis|Aechmea nudicaulis cuspidata	Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Aechmea
dbgi_010757			dbgi_010757	kew-botanical-gardens	Davide Rovelli	Goeppertia vaginata	-0.2905385	51.48145				[-0.290538489163985, 51.48145097172974]	20250930114207																	false	false	false	1	Goeppertia vaginata	Goeppertia vaginata	3GQYS	Goeppertia vaginata	Goeppertia vaginata (Petersen) Borchs. & S.Suárez	Goeppertia vaginata (Petersen) Borchs. & S.Suárez	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Zingiberales|Marantaceae|Goeppertia|Goeppertia vaginata	Plantae	Tracheophyta	Liliopsida	Zingiberales	Marantaceae	Goeppertia
dbgi_010759			dbgi_010759	kew-botanical-gardens	Mazzarine Laboureau	Erodium petraeum	-0.2893643	51.481853				[-0.289364300419646, 51.481853365229306]	20250929115231																	false	false	false	1	Erodium petraeum	Erodium petraeum	3B959	Erodium petraeum	Erodium petraeum Ten. ex Nyman	Erodium alpinum (Burm.fil.) L'Hér.	true	1	Catalogue of Life	BestMatch	9.41180	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Geraniales|Geraniaceae|Erodium|Erodium alpinum	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Erodium
dbgi_010761			dbgi_010761	kew-botanical-gardens	Davide Rovelli	Piper nigrum	-0.29029316	51.481552				[-0.290293157019535, 51.48155255053932]	20250930105257																	false	false	false	1	Piper nigrum	Piper nigrum	4J4Z3	Piper nigrum	Piper nigrum L.	Piper nigrum L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Piperales|Piperaceae|Piperoideae|Piper|Piper nigrum	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper
dbgi_010762			dbgi_010762	kew-botanical-gardens	Mazzarine Laboureau	Alpinia nieuwenhuizii	-0.29041168	51.4818				[-0.290411666666667, 51.48180166666667]	20250930100715																	false	false	false	1	Alpinia nieuwenhuizii	Alpinia nieuwenhuizii	5TYDH	Alpinia nieuwenhuizii	Alpinia nieuwenhuizii Valeton	Alpinia nieuwenhuizii Valeton	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Zingiberales|Zingiberaceae|Alpinia|Alpinia nieuwenhuizii	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Alpinia
dbgi_010763			dbgi_010763	kew-botanical-gardens	Mazzarine Laboureau	Hymenocallis speciosa	-0.290305	51.48181				[-0.290305, 51.48181166666665]	20250930092451																	false	false	false	1	Hymenocallis speciosa	Hymenocallis speciosa	3NJ7F	Hymenocallis speciosa	Hymenocallis speciosa (L.f. ex Salisb.) Salisb.	Hymenocallis speciosa (L.f. ex Salisb.) Salisb.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Hymenocallis|Hymenocallis speciosa	Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Hymenocallis
dbgi_010764			dbgi_010764	kew-botanical-gardens	Mazzarine Laboureau	Goeppertia vaginata	-0.29031333	51.481827				[-0.290313333333333, 51.48182833333334]	20250930094248																	false	false	false	1	Goeppertia vaginata	Goeppertia vaginata	3GQYS	Goeppertia vaginata	Goeppertia vaginata (Petersen) Borchs. & S.Suárez	Goeppertia vaginata (Petersen) Borchs. & S.Suárez	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Zingiberales|Marantaceae|Goeppertia|Goeppertia vaginata	Plantae	Tracheophyta	Liliopsida	Zingiberales	Marantaceae	Goeppertia
dbgi_010765			dbgi_010765	kew-botanical-gardens	Kateřina Kučerová	Sempervivum × fauconnettii	-0.29000783	51.48156				[-0.290007823609594, 51.48155821971537]	20250929113500																	false	false	false	1	Sempervivum × fauconnettii	Sempervivum × fauconnettii	4WHVD	Sempervivum × fauconnettii	Sempervivum × fauconnettii Reut.	Sempervivum × alatum Scheele	true	1	Catalogue of Life	BestMatch	9.41180	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Sempervivoideae|Semperviveae|Sempervivum|Sempervivum alatum	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Sempervivum
dbgi_010766			dbgi_010766	kew-botanical-gardens	Davide Rovelli	Peperomia nitida	-0.29031488	51.48146				[-0.290314877234183, 51.4814590819133]	20250930105735																	false	false	false	1	Peperomia nitida	Peperomia nitida	6V2KK	Peperomia nitida	Peperomia nitida Dahlst.	Peperomia nitida Dahlst.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Piperales|Piperaceae|Piperoideae|Peperomia|Peperomia nitida	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia
dbgi_010767		dbgi_010767_01; dbgi_010767_02	dbgi_010767	kew-botanical-gardens	Kateřina Kučerová	Thermopsis rhombifolia	-0.2896128	51.481983				[-0.289612797798339, 51.48198441525381]	20250925105450	19.8	1	mg	ml	MeOH/H2O												false	false	false	2	Thermopsis rhombifolia	Thermopsis rhombifolia	7BWVR	Thermopsis rhombifolia	Thermopsis rhombifolia (Pursh) Richardson	Thermopsis rhombifolia (Pursh) Richardson	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Thermopsis|Thermopsis rhombifolia	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Thermopsis
dbgi_010768			dbgi_010768	kew-botanical-gardens	Mazzarine Laboureau	Philodendron auriculatum	-0.29043	51.481842				[-0.29043, 51.48184333333334]	20250930101309																	false	false	false	1	Philodendron auriculatum	Philodendron auriculatum	4G7V6	Philodendron auriculatum	Philodendron auriculatum Standl. & L.O.Williams	Philodendron auriculatum Standl. & L.O.Williams	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Philodendron|Philodendron auriculatum	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Philodendron
dbgi_010769			dbgi_010769	kew-botanical-gardens	Mazzarine Laboureau	Galanthus	-0.289405	51.481815				[-0.289405, 51.481815000000005]	20250929113948																	false	false	false	1	Galanthus	Galanthus	8VXR8	Galanthus	Galanthus L.	Galanthus L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Galanthus	Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Galanthus
dbgi_010770			dbgi_010770	kew-botanical-gardens	Davide Rovelli	Genista pulchella	-0.28950062	51.4816				[-0.289500624779424, 51.48160211125264]	20250929115218																	false	false	false	1	Genista pulchella	Genista pulchella	3FLCB	Genista pulchella	Genista pulchella Vis.	Genista pulchella Vis.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Genista|Genista pulchella	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Genista
dbgi_010771			dbgi_010771	kew-botanical-gardens	Mazzarine Laboureau	Tulipa biflora	-0.28944498	51.48183				[-0.289444995237646, 51.4818288688542]	20250929112700																	false	false	false	1	Tulipa biflora	Tulipa biflora	59KWJ	Tulipa biflora	Tulipa biflora Pall.	Tulipa biflora Pall.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Liliaceae|Tulipa|Tulipa biflora	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Tulipa
dbgi_010772			dbgi_010772	kew-botanical-gardens	Mazzarine Laboureau	Kohleria spicata	-0.29034665	51.48183				[-0.290346666666667, 51.48183166666666]	20250930095502																	false	false	false	1	Kohleria spicata	Kohleria spicata	3RC76	Kohleria spicata	Kohleria spicata (Kunth) Oerst.	Kohleria spicata (Kunth) Oerst.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Gesneriaceae|Gesnerioideae|Gesnerieae|Gloxiniinae|Kohleria|Kohleria spicata	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae	Kohleria
dbgi_010773			dbgi_010773	kew-botanical-gardens	Mazzarine Laboureau	Philodendron dunstervilleorum	-0.29035833	51.48183				[-0.290358333333333, 51.481830000000016]	20250930100531																	false	false	false	1	Philodendron dunstervilleorum	Philodendron dunstervilleorum	4G824	Philodendron dunstervilleorum	Philodendron dunstervilleorum G.S.Bunting	Philodendron dunstervilleorum G.S.Bunting	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Philodendron|Philodendron dunstervilleorum	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Philodendron
dbgi_010774			dbgi_010774	kew-botanical-gardens	Mazzarine Laboureau	Selaginella elmeri	-0.29058167	51.481953				[-0.290581666666666, 51.48195166666666]	20250930151659																	false	false	false	1	Selaginella elmeri	Selaginella elmeri	4WBQC	Selaginella elmeri	Selaginella elmeri Hieron.	Selaginella elmeri Hieron.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Lycopodiopsida|Selaginellales|Selaginellaceae|Selaginella|Selaginella elmeri	Plantae	Tracheophyta	Lycopodiopsida	Selaginellales	Selaginellaceae	Selaginella
dbgi_010775		dbgi_010775_01	dbgi_010775	kew-botanical-gardens	Kateřina Kučerová	Monarda menthifolia	-0.28978392	51.481647				[-0.289783922142103, 51.481646039385815]	20250925113812	21.2	1	mg	ml	MeOH/H2O	100	µl										false	false	false	1	Monarda menthifolia	Monarda menthifolia	44297	Monarda menthifolia	Monarda menthifolia Graham	Monarda fistulosa var. menthifolia (Graham) Fernald	true	1	Catalogue of Life	BestMatch	9.41180	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Nepetoideae|Mentheae|Cunilinae|Monarda|Monarda fistulosa|Monarda fistulosa menthifolia	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Monarda
dbgi_010776			dbgi_010776	kew-botanical-gardens	Davide Rovelli	Thymus pannonicus	-0.2896444	51.481617				[-0.289644389973498, 51.48161758810227]	20250929111405																	false	false	false	1	Thymus pannonicus	Thymus pannonicus	56R9L	Thymus pannonicus	Thymus pannonicus All.	Thymus pannonicus All.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Nepetoideae|Mentheae|Menthinae|Thymus|Thymus pannonicus	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus
dbgi_010777			dbgi_010777	kew-botanical-gardens	Davide Rovelli	Helichrysum sibthorpii	-0.289489	51.481617				[-0.289489006791255, 51.48161624090811]	20250929110735																	false	false	false	1	Helichrysum sibthorpii	Helichrysum sibthorpii	3K79M	Helichrysum sibthorpii	Helichrysum sibthorpii Rouy	Helichrysum sibthorpii Rouy	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Gnaphalieae|Gnaphaliinae|Helichrysum|Helichrysum sibthorpii	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum
dbgi_010778			dbgi_010778	kew-botanical-gardens	Kateřina Kučerová	Anthurium lindmanianum	-0.2902711	51.4816				[-0.290271114671373, 51.4816013271261]	20250930095443																	false	false	false	1	Anthurium lindmanianum	Anthurium lindmanianum	5VJBS	Anthurium lindmanianum	Anthurium lindmanianum Engl.	Anthurium lindmanianum Engl.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Anthurium|Anthurium lindmanianum	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Anthurium
dbgi_010779			dbgi_010779	kew-botanical-gardens	Davide Rovelli	Prospero autumnale	-0.28943762	51.481617				[-0.28943761956891, 51.48161818477189]	20250929112606																	false	false	false	1	Prospero autumnale	Prospero autumnale	4MXY9	Prospero autumnale	Prospero autumnale (L.) Speta	Prospero autumnale (L.) Speta	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Prospero|Prospero autumnale	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Prospero
dbgi_010781			dbgi_010781	kew-botanical-gardens	Kateřina Kučerová	Pterocephalus perennis	-0.2899154	51.481514				[-0.289915424496983, 51.48151408921682]	20250929112602																	false	false	false	1	Pterocephalus perennis	Pterocephalus perennis	4PVQS	Pterocephalus perennis	Pterocephalus perennis Coult.	Pterocephalus perennis Coult.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Caprifoliaceae|Dipsacoideae|Scabioseae|Pterocephalus|Pterocephalus perennis	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Pterocephalus
dbgi_010782			dbgi_010782	kew-botanical-gardens	Mazzarine Laboureau	Episcia cupreata	-0.29034334	51.481747				[-0.290343333333333, 51.481745]	20250930113550																	false	false	false	1	Episcia cupreata	Episcia cupreata	6FVXR	Episcia cupreata	Episcia cupreata (Hook.) Hanst.	Episcia cupreata (Hook.) Hanst.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Gesneriaceae|Gesnerioideae|Gesnerieae|Columneinae|Episcia|Episcia cupreata	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae	Episcia
dbgi_010783			dbgi_010783	kew-botanical-gardens	Davide Rovelli	Polypodium	-0.29056606	51.48193				[-0.290566053214264, 51.481927889021335]	20250930150037																	false	false	false	1	Polypodium	Polypodium	63MZ9	Polypodium	Polypodium L.	Polypodium L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Polypodiaceae|Polypodioideae|Polypodium	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae	Polypodium
dbgi_010784			dbgi_010784	kew-botanical-gardens	Davide Rovelli	Convolvulus boissieri subsp. boissieri	-0.28948978	51.481606				[-0.289489764870686, 51.481603748049125]	20250929113549																	false	false	false	1	Convolvulus boissieri subsp. boissieri	Convolvulus boissieri subsp. boissieri	5GLCV	Convolvulus boissieri subsp. boissieri	Convolvulus boissieri subsp. boissieri	Convolvulus boissieri subsp. boissieri	false	1	Catalogue of Life	BestMatch	9.56311	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Convolvulaceae|Convolvuloideae|Convolvuleae|Convolvulus|Convolvulus boissieri|Convolvulus boissieri boissieri	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus
dbgi_010785			dbgi_010785	kew-botanical-gardens	Mazzarine Laboureau	Amelanchier × spicata	-0.28984272	51.481556				[-0.289842722803095, 51.48155447601036]	20250929092215																	false	false	false	1	Amelanchier × spicata	Amelanchier × spicata	92SRR	Amelanchier × spicata	Amelanchier × spicata (Lam.) K.Koch	Amelanchier × spicata (Lam.) K.Koch	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Amygdaloideae|Maleae|Malinae|Amelanchier|Amelanchier spicata	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amelanchier
dbgi_010786			dbgi_010786	kew-botanical-gardens	Mazzarine Laboureau	Paeonia officinalis subsp. banatica	-0.289705	51.481537				[-0.289705, 51.48153833333333]	20250929101155																	false	false	false	1	Paeonia officinalis subsp. banatica	Paeonia officinalis subsp. banatica	5K55F	Paeonia officinalis subsp. banatica	Paeonia officinalis subsp. banatica (Rochel) Soó	Paeonia officinalis subsp. banatica (Rochel) Soó	false	1	Catalogue of Life	BestMatch	9.56311	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae|Paeonia|Paeonia officinalis|Paeonia officinalis banatica	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Paeoniaceae	Paeonia
dbgi_010787			dbgi_010787	kew-botanical-gardens	Mazzarine Laboureau	Anthurium jenmanii	-0.2904817	51.481754				[-0.290481697186051, 51.4817541843276]	20250930102943																	false	false	false	1	Anthurium jenmanii	Anthurium jenmanii	67HGB	Anthurium jenmanii	Anthurium jenmanii Engl.	Anthurium jenmanii Engl.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Anthurium|Anthurium jenmanii	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Anthurium
dbgi_010788			dbgi_010788	kew-botanical-gardens	Davide Rovelli	Amydrium zippelianum	-0.29028386	51.481564				[-0.290283862268052, 51.48156210508314]	20250930101946																	false	false	false	1	Amydrium zippelianum	Amydrium zippelianum	D8VM	Amydrium zippelianum	Amydrium zippelianum (Schott) Nicolson	Amydrium zippelianum (Schott) Nicolson	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Amydrium|Amydrium zippelianum	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Amydrium
dbgi_010789			dbgi_010789	kew-botanical-gardens	Mazzarine Laboureau	Philodendron annulatum	-0.2904655	51.481815				[-0.290465503486054, 51.48181594079681]	20250930102349																	false	false	false	1	Philodendron annulatum	Philodendron annulatum	779Q3	Philodendron annulatum	Philodendron annulatum Croat	Philodendron annulatum Croat	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Philodendron|Philodendron annulatum	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Philodendron
dbgi_010790		dbgi_010790_01	dbgi_010790	kew-botanical-gardens	Kateřina Kučerová	Saxifraga bronchialis subsp. austromontana	-0.28964394	51.48163				[-0.289643954699785, 51.48162998529504]	20250925154321	18.9	1	mg	ml	MeOH/H2O	100	µl										false	false	false	1	Saxifraga bronchialis subsp. austromontana	Saxifraga bronchialis subsp. austromontana	7KS8B	Saxifraga bronchialis subsp. austromontana	Saxifraga bronchialis subsp. austromontana (Wiegand) Piper	Saxifraga bronchialis subsp. austromontana (Wiegand) Piper	false	1	Catalogue of Life	BestMatch	9.56311	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Saxifragaceae|Saxifrageae|Saxifraga|Saxifraga bronchialis|Saxifraga bronchialis austromontana	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Saxifraga
dbgi_010791			dbgi_010791	kew-botanical-gardens	Mazzarine Laboureau	Anthurium willdenowii	-0.290385	51.4818				[-0.290385, 51.48179833333334]	20250930100006																	false	false	false	1	Anthurium willdenowii	Anthurium willdenowii	5VKD6	Anthurium willdenowii	Anthurium willdenowii Kunth	Anthurium willdenowii Kunth	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Anthurium|Anthurium willdenowii	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Anthurium
