filename,extension,localisation_in_sciex_os_project,sample_id,attribute_species,sample_type,user_created,id,date_created,collector_fullname,observation_subject,inat_upload,is_wild,species_name,no_name_on_list,picture_panel,picture_general,picture_detail,picture_cut,picture_panel_label,collector_orcid,collector_inat,qfield_project,raw_date,rack,plate_position,comment,genus,family,ncbi_taxonomy_id,ionization_mode,file_type,injection,container_id,normalized_date,date_parse_status,filename_date_token
20261703_Mazz_Sample_drog_000097_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000097_01,drog_000097,Anchusa officinalis,sample,053e0368-4ed8-4569-a070-81a22ad13957,74562,2026-01-29T15:12:47.356Z,Emmanuel Defossez,Root,true,true,Anchusa_officinalis_L,false,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000097_01.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000097_02.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000097_03.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000097_04.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000097_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:47.356Z,2,F8,plate 2,Anchusa,Boraginaceae,89630,positive,sample,1,drog_000097_01,2026-01-29T15:12:47.356000+00:00,valid,20261703
20261803_Mazz_Sample_drog_000095_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000095_01,drog_000095,Anchusa officinalis,sample,053e0368-4ed8-4569-a070-81a22ad13957,74560,2026-01-29T15:12:47.264Z,Emmanuel Defossez,Root,true,true,Anchusa_officinalis_L,false,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000095_01.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000095_02.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000095_03.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000095_04.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000095_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:47.264Z,1,D11,plate 3,Anchusa,Boraginaceae,89630,positive,sample,1,drog_000095_01,2026-01-29T15:12:47.264000+00:00,valid,20261803
20261803_Mazz_Sample_drog_000086_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000086_01,drog_000086,Anchusa officinalis,sample,053e0368-4ed8-4569-a070-81a22ad13957,74561,2026-01-29T15:12:47.294Z,Emmanuel Defossez,Root,true,true,Anchusa_officinalis_L,false,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000086_01.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000086_02.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000086_03.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000086_04.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000086_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:47.294Z,1,B12,plate 3,Anchusa,Boraginaceae,89630,positive,sample,1,drog_000086_01,2026-01-29T15:12:47.294000+00:00,valid,20261803
20262023_Mazz_Sample_drog_000268_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000268_01,drog_000268,Verbascum phlomoides,sample,053e0368-4ed8-4569-a070-81a22ad13957,74647,2026-01-29T15:12:50.281Z,Emmanuel Defossez,Flower,false,true,Verbascum phlomoides,true,DCIM/droguier_jbn/Verbascum phlomoides_drog_000268_01.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000268_02.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000268_03.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000268_04.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000268_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.281Z,,,,Verbascum,Scrophulariaceae,90365,positive,sample,1,drog_000268_01,2026-01-29T15:12:50.281000+00:00,valid,20262023
20262023_Mazz_Sample_drog_000226_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000226_01,drog_000226,Verbascum phlomoides,sample,053e0368-4ed8-4569-a070-81a22ad13957,74651,2026-01-29T15:12:50.412Z,Emmanuel Defossez,Flower,false,true,Verbascum phlomoides,true,DCIM/droguier_jbn/Verbascum phlomoides_drog_000226_01.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000226_02.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000226_03.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000226_04.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000226_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.412Z,,,,Verbascum,Scrophulariaceae,90365,positive,sample,1,drog_000226_01,2026-01-29T15:12:50.412000+00:00,valid,20262023
20261903_Mazz_Sample_drog_000205_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000205_01,drog_000205,Verbascum phlomoides,sample,053e0368-4ed8-4569-a070-81a22ad13957,74649,2026-01-29T15:12:50.342Z,Emmanuel Defossez,Flower,false,true,Verbascum phlomoides,true,DCIM/droguier_jbn/Verbascum phlomoides_drog_000205_01.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000205_02.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000205_03.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000205_04.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000205_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.342Z,2,G6,plate 4,Verbascum,Scrophulariaceae,90365,positive,sample,1,drog_000205_01,2026-01-29T15:12:50.342000+00:00,valid,20261903
20262023_Mazz_Sample_drog_000202_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000202_01,drog_000202,Verbascum phlomoides,sample,053e0368-4ed8-4569-a070-81a22ad13957,74652,2026-01-29T15:12:50.446Z,Emmanuel Defossez,Flower,false,true,Verbascum phlomoides,true,DCIM/droguier_jbn/Verbascum phlomoides_drog_000202_01.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000202_02.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000202_03.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000202_04.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000202_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.446Z,,,,Verbascum,Scrophulariaceae,90365,positive,sample,1,drog_000202_01,2026-01-29T15:12:50.446000+00:00,valid,20262023
20261903_Mazz_Sample_drog_000201_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000201_01,drog_000201,Verbascum phlomoides,sample,053e0368-4ed8-4569-a070-81a22ad13957,74650,2026-01-29T15:12:50.379Z,Emmanuel Defossez,Flower,false,true,Verbascum phlomoides,true,DCIM/droguier_jbn/Verbascum phlomoides_drog_000201_01.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000201_02.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000201_03.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000201_04.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000201_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.379Z,2,H6,plate 4,Verbascum,Scrophulariaceae,90365,positive,sample,1,drog_000201_01,2026-01-29T15:12:50.379000+00:00,valid,20261903
20262023_Mazz_Sample_drog_000191_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000191_01,drog_000191,Verbascum phlomoides,sample,053e0368-4ed8-4569-a070-81a22ad13957,74648,2026-01-29T15:12:50.310Z,Emmanuel Defossez,Flower,false,true,Verbascum phlomoides,true,DCIM/droguier_jbn/Verbascum phlomoides_drog_000191_01.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000191_02.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000191_03.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000191_04.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000191_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.310Z,,,,Verbascum,Scrophulariaceae,90365,positive,sample,1,drog_000191_01,2026-01-29T15:12:50.310000+00:00,valid,20262023
20262023_Mazz_Sample_drog_000092_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000092_01,drog_000092,Verbascum phlomoides,sample,053e0368-4ed8-4569-a070-81a22ad13957,74654,2026-01-29T15:12:50.514Z,Emmanuel Defossez,Flower,false,true,Verbascum phlomoides,true,DCIM/droguier_jbn/Verbascum phlomoides_drog_000092_01.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000092_02.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000092_03.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000092_04.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000092_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.514Z,,,,Verbascum,Scrophulariaceae,90365,positive,sample,1,drog_000092_01,2026-01-29T15:12:50.514000+00:00,valid,20262023
20262103_Mazz_Sample_drog_000081_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262103_Mazz_Sample_drog_000081_01,drog_000081,Verbascum phlomoides,sample,053e0368-4ed8-4569-a070-81a22ad13957,74653,2026-01-29T15:12:50.477Z,Emmanuel Defossez,Flower,false,true,Verbascum phlomoides,true,DCIM/droguier_jbn/Verbascum phlomoides_drog_000165_01.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000081_02.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000081_03.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000165_04.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000081_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.477Z,,,,Verbascum,Scrophulariaceae,90365,positive,sample,1,drog_000081_01,2026-01-29T15:12:50.477000+00:00,valid,20262103
20261603_Mazz_Sample_drog_000021_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000021_01,drog_000021,Verbascum phlomoides,sample,053e0368-4ed8-4569-a070-81a22ad13957,74497,2026-01-29T15:12:45.052Z,Emmanuel Defossez,Flower,true,false,Verbascum phlomoides,true,DCIM/droguier_jbn/Verbascum phlomoides_drog_000021_01.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000021_02.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000021_03.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000021_04.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000021_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:45.052Z,1,B7,plate 1,Verbascum,Scrophulariaceae,90365,positive,sample,1,drog_000021_01,2026-01-29T15:12:45.052000+00:00,valid,20261603
20261703_Mazz_Sample_drog_000013_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000013_01,drog_000013,Matricaria chamomilla,sample,053e0368-4ed8-4569-a070-81a22ad13957,74489,2026-01-29T15:12:44.766Z,Emmanuel Defossez,Leaf,true,false,Matricaria_chamomilla_L,false,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000013_01.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000013_02.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000013_03.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000013_04.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000013_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:44.766Z,2,D10,plate 2,Matricaria,Asteraceae,98504,positive,sample,1,drog_000013_01,2026-01-29T15:12:44.766000+00:00,valid,20261703
20261903_Mazz_Sample_drog_000292_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000292_01,drog_000292,Chamaemelum nobilepotentilla,sample,053e0368-4ed8-4569-a070-81a22ad13957,74683,2026-01-29T15:12:51.474Z,Emmanuel Defossez,Root,false,true,Chamaemelum nobilePotentilla_erecta_L_Raeusch_,false,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000292_01.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000292_02.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000292_03.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000292_04.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000292_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.474Z,2,H5,plate 4,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000292_01,2026-01-29T15:12:51.474000+00:00,valid,20261903
20261603_Mazz_Sample_drog_000283_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000283_01,drog_000283,Chamaemelum nobilepotentilla,sample,053e0368-4ed8-4569-a070-81a22ad13957,74682,2026-01-29T15:12:51.441Z,Emmanuel Defossez,Root,false,true,Chamaemelum nobilePotentilla_erecta_L_Raeusch_,false,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000283_01.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000283_02.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000283_03.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000283_04.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000283_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.441Z,1,F5,plate 1,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000283_01,2026-01-29T15:12:51.441000+00:00,valid,20261603
20261803_Mazz_Sample_drog_000253_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000253_01,drog_000253,Chamaemelum nobileplantago,sample,053e0368-4ed8-4569-a070-81a22ad13957,74688,2026-01-29T15:12:51.638Z,Emmanuel Defossez,Leaf,false,true,Chamaemelum nobilePlantago_lanceolata_L,false,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000253_01.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000253_02.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000253_03.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000253_04.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000253_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.638Z,1,E7,plate 3,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000253_01,2026-01-29T15:12:51.638000+00:00,valid,20261803
20261703_Mazz_Sample_drog_000222_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000222_01,drog_000222,Chamaemelum nobileplantago,sample,053e0368-4ed8-4569-a070-81a22ad13957,74686,2026-01-29T15:12:51.573Z,Emmanuel Defossez,Leaf,false,true,Chamaemelum nobilePlantago_lanceolata_L,false,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000222_01.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000222_02.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000222_03.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000222_04.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000222_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.573Z,2,E11,plate 2,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000222_01,2026-01-29T15:12:51.573000+00:00,valid,20261703
20261703_Mazz_Sample_drog_000210_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000210_01,drog_000210,Chamaemelum nobilepotentilla,sample,053e0368-4ed8-4569-a070-81a22ad13957,74677,2026-01-29T15:12:51.273Z,Emmanuel Defossez,Root,false,true,Chamaemelum nobilePotentilla_erecta_L_Raeusch_,false,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000210_01.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000210_02.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000210_03.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000210_04.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000210_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.273Z,2,D12,plate 2,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000210_01,2026-01-29T15:12:51.273000+00:00,valid,20261703
20261903_Mazz_Sample_drog_000199_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000199_01,drog_000199,Chamaemelum nobileplantago,sample,053e0368-4ed8-4569-a070-81a22ad13957,74687,2026-01-29T15:12:51.605Z,Emmanuel Defossez,Leaf,false,true,Chamaemelum nobilePlantago_lanceolata_L,false,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000199_01.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000199_02.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000199_03.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000199_04.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000199_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.605Z,2,F7,plate 4,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000199_01,2026-01-29T15:12:51.605000+00:00,valid,20261903
20261903_Mazz_Sample_drog_000185_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000185_01,drog_000185,Chamaemelum nobilepapaver,sample,053e0368-4ed8-4569-a070-81a22ad13957,74668,2026-01-29T15:12:50.975Z,Emmanuel Defossez,Flower,false,true,Chamaemelum nobilePapaver_rhoeas_L,false,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000185_01.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000185_02.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000185_03.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000185_04.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000185_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.975Z,2,F6,plate 4,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000185_01,2026-01-29T15:12:50.975000+00:00,valid,20261903
20261903_Mazz_Sample_drog_000181_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000181_01,drog_000181,Chamaemelum nobilepotentilla,sample,053e0368-4ed8-4569-a070-81a22ad13957,74680,2026-01-29T15:12:51.372Z,Emmanuel Defossez,Root,false,true,Chamaemelum nobilePotentilla_erecta_L_Raeusch_,false,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000181_01.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000181_02.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000181_03.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000181_04.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000181_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.372Z,2,C12,plate 4,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000181_01,2026-01-29T15:12:51.372000+00:00,valid,20261903
20261803_Mazz_Sample_drog_000180_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000180_01,drog_000180,Chamaemelum nobilepotentilla,sample,053e0368-4ed8-4569-a070-81a22ad13957,74678,2026-01-29T15:12:51.306Z,Emmanuel Defossez,Root,false,true,Chamaemelum nobilePotentilla_erecta_L_Raeusch_,false,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000180_01.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000180_02.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000180_03.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000180_04.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000180_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.306Z,1,H1,plate 3,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000180_01,2026-01-29T15:12:51.306000+00:00,valid,20261803
20262023_Mazz_Sample_drog_000175_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000175_01,drog_000175,Chamaemelum nobilepapaver,sample,053e0368-4ed8-4569-a070-81a22ad13957,74672,2026-01-29T15:12:51.111Z,Emmanuel Defossez,Flower,false,true,Chamaemelum nobilePapaver_rhoeas_L,false,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000175_01.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000175_02.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000175_03.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000175_04.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000175_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.111Z,,,,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000175_01,2026-01-29T15:12:51.111000+00:00,valid,20262023
20262023_Mazz_Sample_drog_000143_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000143_01,drog_000143,Chamaemelum nobilepotentilla,sample,053e0368-4ed8-4569-a070-81a22ad13957,74676,2026-01-29T15:12:51.241Z,Emmanuel Defossez,Root,false,true,Chamaemelum nobilePotentilla_erecta_L_Raeusch_,false,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000143_01.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000143_02.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000143_03.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000143_04.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000143_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.241Z,,,,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000143_01,2026-01-29T15:12:51.241000+00:00,valid,20262023
20261603_Mazz_Sample_drog_000127_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000127_01,drog_000127,Chamaemelum nobileplantago,sample,053e0368-4ed8-4569-a070-81a22ad13957,74685,2026-01-29T15:12:51.540Z,Emmanuel Defossez,Leaf,false,true,Chamaemelum nobilePlantago_lanceolata_L,false,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000127_01.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000127_02.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000127_03.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000127_04.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000127_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.540Z,1,B5,plate 1,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000127_01,2026-01-29T15:12:51.540000+00:00,valid,20261603
20262023_Mazz_Sample_drog_000124_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000124_01,drog_000124,Chamaemelum nobilepapaver,sample,053e0368-4ed8-4569-a070-81a22ad13957,74673,2026-01-29T15:12:51.143Z,Emmanuel Defossez,Flower,false,true,Chamaemelum nobilePapaver_rhoeas_L,false,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000124_01.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000124_02.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000124_03.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000124_04.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000124_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.143Z,,,,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000124_01,2026-01-29T15:12:51.143000+00:00,valid,20262023
20262103_Mazz_Sample_drog_000119_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262103_Mazz_Sample_drog_000119_01,drog_000119,Chamaemelum nobilepapaver,sample,053e0368-4ed8-4569-a070-81a22ad13957,74669,2026-01-29T15:12:51.009Z,Emmanuel Defossez,Flower,false,true,Chamaemelum nobilePapaver_rhoeas_L,false,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000119_01.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000119_02.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000119_03.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000119_04.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000119_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.009Z,,,,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000119_01,2026-01-29T15:12:51.009000+00:00,valid,20262103
20262023_Mazz_Sample_drog_000117_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000117_01,drog_000117,Chamaemelum nobilepapaver,sample,053e0368-4ed8-4569-a070-81a22ad13957,74670,2026-01-29T15:12:51.044Z,Emmanuel Defossez,Flower,false,true,Chamaemelum nobilePapaver_rhoeas_L,false,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000117_01.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000117_02.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000117_03.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000117_04.jpg,DCIM/droguier_jbn/Papaver_rhoeas_L_drog_000117_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:51.044Z,,,,Chamaemelum,Asteraceae,99036,positive,sample,1,drog_000117_01,2026-01-29T15:12:51.044000+00:00,valid,20262023
